고유 ID,주문 번호,주문 일자,배송 일자,배송 방법,고객번호,고객명,고객 세그먼트,시군구,시도,국가,지역,제품 코드,제품 대분류,제품 중분류,제품명,매출,수량,할인율,수익
3068,IN-2012-12526,2013-06-23,2013-06-28,표준 배송,RR-19315,문지선,소비자,관악구,서울특별시,대한민국,수도권,TEC-AC-10002649,사무기기,악세사리,"Belkin Keyboard, Programmable",391894.2,5,0.1,113128.2
3069,IN-2012-12526,2013-06-23,2013-06-28,표준 배송,RR-19315,문지선,소비자,관악구,서울특별시,대한민국,수도권,TEC-PH-10001884,사무기기,전화기,"Nokia Office Telephone, Full Size",243894.24,4,0.1,-16328.16
3070,IN-2012-12526,2013-06-23,2013-06-28,표준 배송,RR-19315,문지선,소비자,관악구,서울특별시,대한민국,수도권,OFF-AP-10003860,사무용품,가전,"KitchenAid Blender, Black",267110.46,3,0.1,71209.26
3071,IN-2012-12526,2013-06-23,2013-06-28,표준 배송,RR-19315,문지선,소비자,관악구,서울특별시,대한민국,수도권,FUR-BO-10002300,가구,책장,"Safco 3-Shelf Cabinet, Mobile",471925.44,3,0.1,26144.64
3103,IN-2012-16418,2013-11-04,2013-11-09,표준 배송,DL-13495,고준휘,기업 고객,울진군,경상북도,대한민국,영남,TEC-CO-10003506,사무기기,복사기,"HP Fax Machine, Laser",1223755.2,4,0,403797.6
3104,IN-2012-16418,2013-11-04,2013-11-09,표준 배송,DL-13495,고준휘,기업 고객,울진군,경상북도,대한민국,영남,FUR-CH-10003846,가구,의자,"Office Star Swivel Stool, Set of Two",898569,5,0,0
3105,IN-2012-55429,2013-12-10,2013-12-15,표준 배송,MC-17635,박도희,기업 고객,익산시,전라북도,대한민국,호남,OFF-LA-10003381,사무용품,라벨,"Novimex Removable Labels, Laser Printer Compatible",35581.68,4,0.1,15752.88
3106,IN-2012-55429,2013-12-10,2013-12-15,표준 배송,MC-17635,박도희,기업 고객,익산시,전라북도,대한민국,호남,TEC-PH-10003556,사무기기,전화기,"Samsung Speaker Phone, VoIP",452867.76,4,0.1,125692.56
3107,IN-2012-55429,2013-12-10,2013-12-15,표준 배송,MC-17635,박도희,기업 고객,익산시,전라북도,대한민국,호남,TEC-CO-10003819,사무기기,복사기,"Sharp Copy Machine, High-Speed",659307.6,3,0.1,-73256.4
3128,ID-2012-19512,2013-10-05,2013-10-07,빠른 배송,BF-10975,조호성,기업 고객,부안군,전라북도,대한민국,호남,OFF-PA-10002771,사무용품,종이,"Xerox Computer Printout Paper, Premium",107467.2,8,0.5,-6609.6
3139,ID-2012-16915,2013-10-21,2013-10-25,표준 배송,BW-11065,전연이,소비자,예천군,경상북도,대한민국,영남,OFF-SU-10003522,사무용품,일반 사무용품,"Elite Box Cutter, Serrated",51232.662,3,0.47,-2929.338
3147,IN-2012-52748,2013-09-03,2013-09-08,빠른 배송,BW-11200,지태영,소비자,평택시,경기도,대한민국,수도권,OFF-FA-10001702,사무용품,파스너,"Advantus Push Pins, 12 Pack",14985.432,2,0.47,848.232
3148,IN-2012-52748,2013-09-03,2013-09-08,빠른 배송,BW-11200,지태영,소비자,평택시,경기도,대한민국,수도권,OFF-BI-10004140,사무용품,바인더,"Cardinal Index Tab, Clear",11378.304,2,0.17,3789.504
3150,IN-2012-77892,2013-04-03,2013-04-09,표준 배송,HL-15040,류정태,소비자,중구,대구광역시,대한민국,영남,OFF-AR-10003536,사무용품,필기구,"Stanley Pencil Sharpener, Water Color",114076.8,4,0,23868
3151,IN-2012-77892,2013-04-03,2013-04-09,표준 배송,HL-15040,류정태,소비자,중구,대구광역시,대한민국,영남,TEC-PH-10001751,사무기기,전화기,"Samsung Smart Phone, Cordless",1303560,2,0,469281.6
3152,IN-2012-77892,2013-04-03,2013-04-09,표준 배송,HL-15040,류정태,소비자,중구,대구광역시,대한민국,영남,OFF-PA-10003139,사무용품,종이,"SanDisk Parchment Paper, Recycled",152571.6,9,0,56181.6
3153,IN-2012-77892,2013-04-03,2013-04-09,표준 배송,HL-15040,류정태,소비자,중구,대구광역시,대한민국,영남,TEC-PH-10001751,사무기기,전화기,"Samsung Smart Phone, Cordless",3258900,5,0,1173204
3162,IN-2012-60581,2013-12-16,2013-12-21,표준 배송,DB-13120,차수아,기업 고객,시흥시,경기도,대한민국,수도권,TEC-AC-10001022,사무기기,악세사리,"SanDisk Flash Drive, USB",109471.5,3,0.1,12163.5
3166,IN-2012-40498,2013-02-17,2013-02-19,특급 배송,LA-16780,류미애,기업 고객,시흥시,경기도,대한민국,수도권,OFF-FA-10003626,사무용품,파스너,"Advantus Rubber Bands, Assorted Sizes",71604,5,0,29988
3172,IN-2012-10055,2013-10-07,2013-10-11,표준 배송,TS-21370,류혜림,기업 고객,김포시,경기도,대한민국,수도권,OFF-AP-10003598,사무용품,가전,"Breville Refrigerator, Red",2118866.4,4,0,593272.8
3186,ID-2012-59237,2013-09-14,2013-09-18,빠른 배송,SC-20260,박하영,기업 고객,영동군,충청북도,대한민국,충청,OFF-EN-10001491,사무용품,봉투,"Jiffy Interoffice Envelope, Set of 50",118422,5,0.5,-71145
3187,ID-2012-59237,2013-09-14,2013-09-18,빠른 배송,SC-20260,박하영,기업 고객,영동군,충청북도,대한민국,충청,OFF-LA-10001444,사무용품,라벨,"Avery Round Labels, Alphabetical",7099.2,2,0.5,-1040.4
3188,ID-2012-59237,2013-09-14,2013-09-18,빠른 배송,SC-20260,박하영,기업 고객,영동군,충청북도,대한민국,충청,TEC-AC-10000860,사무기기,악세사리,"Enermax Numeric Keypad, USB",112485.6,4,0.5,-85557.6
3189,ID-2012-59237,2013-09-14,2013-09-18,빠른 배송,SC-20260,박하영,기업 고객,영동군,충청북도,대한민국,충청,FUR-CH-10004196,가구,의자,"Novimex Swivel Stool, Red",402598.08,3,0.2,25116.48
3190,ID-2012-59237,2013-09-14,2013-09-18,빠른 배송,SC-20260,박하영,기업 고객,영동군,충청북도,대한민국,충청,OFF-LA-10002180,사무용품,라벨,"Hon Color Coded Labels, 5000 Label Set",20196,3,0.5,-7344
3191,ID-2012-59237,2013-09-14,2013-09-18,빠른 배송,SC-20260,박하영,기업 고객,영동군,충청북도,대한민국,충청,OFF-BI-10002885,사무용품,바인더,"Avery Hole Reinforcements, Recycled",4865.4,2,0.5,-336.6
3200,IN-2012-72201,2013-06-11,2013-06-15,표준 배송,SC-20800,손슬현,소비자,아산시,충청남도,대한민국,충청,OFF-PA-10003744,사무용품,종이,"Green Bar Parchment Paper, Multicolor",166066.2,9,0,52876.8
3206,IN-2012-51992,2013-09-03,2013-09-07,표준 배송,WB-21850,유미리,소비자,성주군,경상북도,대한민국,영남,OFF-FA-10004664,사무용품,파스너,"Advantus Push Pins, Bulk Pack",88311.6,6,0,33415.2
3207,IN-2012-51992,2013-09-03,2013-09-07,표준 배송,WB-21850,유미리,소비자,성주군,경상북도,대한민국,영남,FUR-CH-10000994,가구,의자,"Harbour Creations Rocking Chair, Black",590212.8,4,0,100245.6
3208,IN-2012-51992,2013-09-03,2013-09-07,표준 배송,WB-21850,유미리,소비자,성주군,경상북도,대한민국,영남,OFF-ST-10000542,사무용품,수납용품,"Fellowes Folders, Industrial",82252.8,3,0,12301.2
3210,IN-2012-49563,2013-08-31,2013-09-02,빠른 배송,CA-12265,문규리,소비자,김천시,경상북도,대한민국,영남,FUR-FU-10004820,가구,가구류,"Advantus Photo Frame, Erganomic",105264,2,0,45226.8
3211,IN-2012-49563,2013-08-31,2013-09-02,빠른 배송,CA-12265,문규리,소비자,김천시,경상북도,대한민국,영남,OFF-AR-10002665,사무용품,필기구,"Binney & Smith Markers, Easy-Erase",149083.2,6,0,8812.8
3212,IN-2012-49563,2013-08-31,2013-09-02,빠른 배송,CA-12265,문규리,소비자,김천시,경상북도,대한민국,영남,OFF-PA-10003511,사무용품,종이,"Green Bar Memo Slips, 8.5 x 11",64535.4,3,0,32221.8
3243,IN-2012-52279,2013-11-26,2013-11-26,당일 배송,HL-15040,류정태,소비자,중구,대구광역시,대한민국,영남,TEC-CO-10002040,사무기기,복사기,"Brother Fax Machine, Digital",1363083.12,7,0.4,45324.72
3250,IN-2012-40232,2013-10-15,2013-10-17,빠른 배송,CD-11980,김충성,소비자,통영시,경상남도,대한민국,영남,OFF-EN-10004649,사무용품,봉투,"Cameo Mailers, with clear poly window",127602,3,0,42044.4
3251,IN-2012-15788,2013-12-07,2013-12-13,표준 배송,SC-20695,현은영,기업 고객,상주시,경상북도,대한민국,영남,OFF-AP-10003568,사무용품,가전,"Hoover Stove, Black",1923136.56,4,0.17,671841.36
3256,ID-2012-55142,2013-12-27,2014-01-02,표준 배송,HM-14860,이윤승,기업 고객,성남시,경기도,대한민국,수도권,OFF-AR-10003046,사무용품,필기구,"Sanford Sketch Pad, Fluorescent",128721.96,3,0.1,28568.16
3282,IN-2012-46728,2013-05-19,2013-05-21,빠른 배송,KB-16600,안보규,기업 고객,성북구,서울특별시,대한민국,수도권,TEC-CO-10003777,사무기기,복사기,"Hewlett Copy Machine, Color",801322.2,3,0,160191
3287,IN-2012-70780,2013-10-04,2013-10-04,당일 배송,JK-15205,노승만,소비자,서천군,충청남도,대한민국,충청,TEC-PH-10004959,사무기기,전화기,"Motorola Audio Dock, with Caller ID",795768.3,5,0.1,327129.3
3289,ID-2012-74091,2013-04-26,2013-05-02,표준 배송,IG-15085,임명섭,소비자,부천시,경기도,대한민국,수도권,TEC-AC-10001987,사무기기,악세사리,"Memorex Numeric Keypad, Bluetooth",101922.48,4,0.45,-31615.92
3290,ID-2012-74091,2013-04-26,2013-05-02,표준 배송,IG-15085,임명섭,소비자,부천시,경기도,대한민국,수도권,TEC-AC-10002914,사무기기,악세사리,"Memorex Router, Programmable",416895.93,3,0.45,-106180.47
3291,ID-2012-74091,2013-04-26,2013-05-02,표준 배송,IG-15085,임명섭,소비자,부천시,경기도,대한민국,수도권,OFF-ST-10000078,사무용품,수납용품,"Eldon Trays, Single Width",26928,1,0.45,-18604.8
3308,ID-2012-45062,2013-04-06,2013-04-11,표준 배송,PG-18895,전성수,소비자,청양군,충청남도,대한민국,충청,OFF-LA-10004234,사무용품,라벨,"Smead File Folder Labels, 5000 Label Set",15034.086,3,0.47,-11955.114
3315,ID-2012-62142,2013-05-10,2013-05-14,표준 배송,JL-15175,박선희,홈 오피스,안양시,경기도,대한민국,수도권,FUR-CH-10002872,가구,의자,"SAFCO Executive Leather Armchair, Adjustable",1036304.496,3,0.27,-283963.104
3316,ID-2012-62142,2013-05-10,2013-05-14,표준 배송,JL-15175,박선희,홈 오피스,안양시,경기도,대한민국,수도권,FUR-CH-10003354,가구,의자,"Novimex Bag Chairs, Black",162062.19,5,0.27,-57798.81
3317,ID-2012-62142,2013-05-10,2013-05-14,표준 배송,JL-15175,박선희,홈 오피스,안양시,경기도,대한민국,수도권,FUR-FU-10004283,가구,가구류,"Tenex Door Stop, Duo Pack",130900.68,4,0.27,-19773.72
3332,IN-2012-30159,2013-12-25,2013-12-27,특급 배송,PG-18820,반미애,소비자,공주시,충청남도,대한민국,충청,TEC-CO-10001703,사무기기,복사기,"Brother Fax and Copier, High-Speed",522406.26,3,0.1,133449.66
3333,IN-2012-30159,2013-12-25,2013-12-27,특급 배송,PG-18820,반미애,소비자,공주시,충청남도,대한민국,충청,OFF-ST-10003606,사무용품,수납용품,"Smead Box, Single Width",19828.8,2,0.1,3304.8
3334,IN-2012-30159,2013-12-25,2013-12-27,특급 배송,PG-18820,반미애,소비자,공주시,충청남도,대한민국,충청,OFF-SU-10001731,사무용품,일반 사무용품,"Acme Letter Opener, Serrated",24703.38,1,0.1,7659.18
3335,IN-2012-30159,2013-12-25,2013-12-27,특급 배송,PG-18820,반미애,소비자,공주시,충청남도,대한민국,충청,OFF-SU-10002027,사무용품,일반 사무용품,"Stiletto Letter Opener, High Speed",102008.16,4,0.1,22570.56
3345,IN-2012-75540,2013-06-03,2013-06-08,표준 배송,AT-10435,전성기,홈 오피스,전주시,전라북도,대한민국,호남,OFF-BI-10003012,사무용품,바인더,"Wilson Jones Hole Reinforcements, Economy",7670.196,2,0.17,2345.796
3346,IN-2012-75540,2013-06-03,2013-06-08,표준 배송,AT-10435,전성기,홈 오피스,전주시,전라북도,대한민국,호남,OFF-ST-10000016,사무용품,수납용품,"Eldon Folders, Blue",28750.536,2,0.17,4821.336
3347,IN-2012-75540,2013-06-03,2013-06-08,표준 배송,AT-10435,전성기,홈 오피스,전주시,전라북도,대한민국,호남,OFF-SU-10000997,사무용품,일반 사무용품,"Fiskars Shears, Easy Grip",186409.692,7,0.47,-91621.908
3348,IN-2012-75540,2013-06-03,2013-06-08,표준 배송,AT-10435,전성기,홈 오피스,전주시,전라북도,대한민국,호남,OFF-SU-10004236,사무용품,일반 사무용품,"Stiletto Letter Opener, Steel",27116.496,2,0.47,-7216.704
3349,IN-2012-18959,2013-11-03,2013-11-08,표준 배송,CA-12775,장민준,소비자,동구,광주광역시,대한민국,호남,OFF-LA-10002674,사무용품,라벨,"Harbour Creations Color Coded Labels, 5000 Label Set",67779,5,0,3978
3350,IN-2012-18959,2013-11-03,2013-11-08,표준 배송,CA-12775,장민준,소비자,동구,광주광역시,대한민국,호남,TEC-AC-10000398,사무기기,악세사리,"SanDisk Memory Card, Programmable",232376.4,2,0,0
3351,IN-2012-18959,2013-11-03,2013-11-08,표준 배송,CA-12775,장민준,소비자,동구,광주광역시,대한민국,호남,TEC-CO-10000972,사무기기,복사기,"Sharp Fax and Copier, Digital",514814.4,3,0,236752.2
3352,IN-2012-18959,2013-11-03,2013-11-08,표준 배송,CA-12775,장민준,소비자,동구,광주광역시,대한민국,호남,FUR-FU-10003605,가구,가구류,"Eldon Light Bulb, Durable",22674.6,1,0,10189.8
3363,IN-2012-46490,2013-05-10,2013-05-15,표준 배송,TT-21265,조경화,기업 고객,고양시,경기도,대한민국,수도권,OFF-SU-10001762,사무용품,일반 사무용품,"Stiletto Shears, Easy Grip",136901.34,3,0.1,33442.74
3391,IN-2012-76898,2013-12-10,2013-12-12,빠른 배송,TS-21085,오영민,소비자,수영구,부산광역시,대한민국,영남,OFF-BI-10004666,사무용품,바인더,"Wilson Jones Binding Machine, Durable",138966.84,3,0.1,53960.04
3392,IN-2012-76898,2013-12-10,2013-12-12,빠른 배송,TS-21085,오영민,소비자,수영구,부산광역시,대한민국,영남,TEC-PH-10003572,사무기기,전화기,"Apple Office Telephone, VoIP",240038.64,4,0.1,82632.24
3393,IN-2012-76898,2013-12-10,2013-12-12,빠른 배송,TS-21085,오영민,소비자,수영구,부산광역시,대한민국,영남,OFF-SU-10003559,사무용품,일반 사무용품,"Kleencut Ruler, Steel",47589.12,4,0.1,5728.32
3394,ID-2012-56493,2013-02-01,2013-02-03,빠른 배송,SP-20650,김지혜,기업 고객,안양시,경기도,대한민국,수도권,OFF-ST-10002161,사무용품,수납용품,"Tenex Trays, Single Width",165974.4,3,0,69676.2
3402,IN-2012-37880,2013-08-19,2013-08-24,표준 배송,RB-19360,주재규,소비자,화순군,전라남도,대한민국,호남,TEC-AC-10003034,사무기기,악세사리,"Belkin Keyboard, Erganomic",353292.912,8,0.47,6656.112
3424,IN-2012-69429,2013-07-17,2013-07-21,표준 배송,CC-12610,남별빛,기업 고객,서귀포시,제주특별자치도,대한민국,호남,TEC-PH-10004682,사무기기,전화기,"Cisco Headset, VoIP",270901.8,3,0,59578.2
3425,IN-2012-69429,2013-07-17,2013-07-21,표준 배송,CC-12610,남별빛,기업 고객,서귀포시,제주특별자치도,대한민국,호남,OFF-BI-10003142,사무용품,바인더,"Acco Binder Covers, Clear",52142.4,4,0,0
3426,IN-2012-69429,2013-07-17,2013-07-21,표준 배송,CC-12610,남별빛,기업 고객,서귀포시,제주특별자치도,대한민국,호남,FUR-BO-10000208,가구,책장,"Bush Stackable Bookrack, Mobile",1763722.8,14,0,493516.8
3427,IN-2012-69429,2013-07-17,2013-07-21,표준 배송,CC-12610,남별빛,기업 고객,서귀포시,제주특별자치도,대한민국,호남,FUR-BO-10000175,가구,책장,"Ikea Stackable Bookrack, Metal",248961.6,2,0,69706.8
3428,IN-2012-38349,2013-01-13,2013-01-17,표준 배송,CS-11845,현다영,기업 고객,용산구,서울특별시,대한민국,수도권,OFF-LA-10002765,사무용품,라벨,"Harbour Creations Legal Exhibit Labels, Adjustable",16248.6,2,0.1,336.6
3456,IN-2012-23138,2013-11-29,2013-12-04,빠른 배송,KN-16705,송지원,홈 오피스,담양군,전라남도,대한민국,호남,FUR-CH-10002091,가구,의자,"Harbour Creations Swivel Stool, Set of Two",334831.32,2,0.1,89235.72
3457,IN-2012-23138,2013-11-29,2013-12-04,빠른 배송,KN-16705,송지원,홈 오피스,담양군,전라남도,대한민국,호남,OFF-ST-10002714,사무용품,수납용품,"Eldon Box, Industrial",19718.64,2,0.1,6744.24
3458,IN-2012-23138,2013-11-29,2013-12-04,빠른 배송,KN-16705,송지원,홈 오피스,담양군,전라남도,대한민국,호남,FUR-BO-10002423,가구,책장,"Safco Floating Shelf Set, Mobile",182920.68,1,0.1,38611.08
3459,ID-2012-55849,2013-09-01,2013-09-05,표준 배송,BG-11740,서규헌,소비자,광명시,경기도,대한민국,수도권,FUR-TA-10000207,가구,탁자,"Chromcraft Round Table, Fully Assembled",382353.12,4,0.8,-1242751.68
3465,IN-2012-75806,2013-09-16,2013-09-21,표준 배송,AC-10450,민문희,소비자,대덕구,대전광역시,대한민국,충청,OFF-ST-10001124,사무용품,수납용품,"Fellowes Trays, Wire Frame",259151.4,5,0.1,8537.4
3467,ID-2012-16453,2013-01-14,2013-01-21,표준 배송,MY-18295,나수호,기업 고객,구리시,경기도,대한민국,수도권,FUR-FU-10000944,가구,가구류,"Tenex Door Stop, Black",100727.55,3,0.25,-24212.25
3468,ID-2012-16453,2013-01-14,2013-01-21,표준 배송,MY-18295,나수호,기업 고객,구리시,경기도,대한민국,수도권,OFF-ST-10004015,사무용품,수납용품,"Smead Trays, Blue",81591.84,3,0.45,5856.84
3491,ID-2012-27275,2013-10-12,2013-10-12,당일 배송,HW-14935,원종호,기업 고객,강동구,서울특별시,대한민국,수도권,OFF-FA-10000581,사무용품,파스너,"Stockwell Thumb Tacks, Metal",22137.57,3,0.47,-5861.43
3492,ID-2012-43788,2013-10-14,2013-10-18,표준 배송,SC-20380,오규식,소비자,달성군,대구광역시,대한민국,영남,OFF-ST-10003020,사무용품,수납용품,"Tenex Lockers, Industrial",331868.934,3,0.47,-137779.866
3496,IN-2012-10363,2013-07-26,2013-07-28,특급 배송,AR-10510,유천희,소비자,관악구,서울특별시,대한민국,수도권,OFF-LA-10002465,사무용품,라벨,"Hon Shipping Labels, 5000 Label Set",49780.08,5,0.17,1738.08
3497,IN-2012-63577,2013-06-16,2013-06-18,특급 배송,GH-14665,노수정,소비자,인제군,강원도,대한민국,강원,FUR-CH-10001664,가구,의자,"Novimex Swivel Stool, Black",1322164.8,8,0,290822.4
3498,IN-2012-63577,2013-06-16,2013-06-18,특급 배송,GH-14665,노수정,소비자,인제군,강원도,대한민국,강원,OFF-AR-10002389,사무용품,필기구,"Binney & Smith Pens, Fluorescent",26928,2,0,4528.8
3522,IN-2012-53217,2013-06-17,2013-06-22,빠른 배송,JG-15160,민보람,소비자,영암군,전라남도,대한민국,호남,OFF-SU-10003651,사무용품,일반 사무용품,"Elite Ruler, Serrated",53550,5,0,5814
3523,IN-2012-53217,2013-06-17,2013-06-22,빠른 배송,JG-15160,민보람,소비자,영암군,전라남도,대한민국,호남,OFF-FA-10003782,사무용품,파스너,"Advantus Paper Clips, Bulk Pack",43054.2,3,0,7711.2
3524,IN-2012-69254,2013-04-20,2013-04-23,빠른 배송,JL-15835,최민종,소비자,경주시,경상북도,대한민국,영남,OFF-AR-10000762,사무용품,필기구,"BIC Pens, Water Color",96169.68,6,0.1,15936.48
3527,IN-2012-67028,2013-03-09,2013-03-13,표준 배송,DK-13150,권지선,기업 고객,포천시,경기도,대한민국,수도권,TEC-PH-10003713,사무기기,전화기,"Nokia Smart Phone, Cordless",973309.5,2,0.25,38907.9
3528,IN-2012-67028,2013-03-09,2013-03-13,표준 배송,DK-13150,권지선,기업 고객,포천시,경기도,대한민국,수도권,TEC-PH-10000365,사무기기,전화기,"Cisco Office Telephone, with Caller ID",553967.1,9,0.25,-7573.5
3529,IN-2012-16236,2013-05-17,2013-05-21,표준 배송,NC-18340,김정아,소비자,관악구,서울특별시,대한민국,수도권,OFF-ST-10003020,사무용품,수납용품,"Tenex Lockers, Industrial",417445.2,2,0,104346
3537,IN-2012-32371,2013-11-23,2013-11-23,당일 배송,JW-15955,신초롱,소비자,서구,대전광역시,대한민국,충청,OFF-LA-10004745,사무용품,라벨,"Harbour Creations Shipping Labels, Adjustable",9547.2,1,0,4651.2
3538,IN-2012-32371,2013-11-23,2013-11-23,당일 배송,JW-15955,신초롱,소비자,서구,대전광역시,대한민국,충청,FUR-BO-10003945,가구,책장,"Sauder 3-Shelf Cabinet, Metal",338925.6,2,0,152510.4
3553,IN-2012-47701,2013-11-02,2013-11-02,당일 배송,MV-17485,주병욱,소비자,송파구,서울특별시,대한민국,수도권,OFF-EN-10000657,사무용품,봉투,"Jiffy Peel and Seal, with clear poly window",48042,2,0,15850.8
3554,IN-2012-47701,2013-11-02,2013-11-02,당일 배송,MV-17485,주병욱,소비자,송파구,서울특별시,대한민국,수도권,OFF-SU-10003803,사무용품,일반 사무용품,"Acme Trimmer, Steel",134578.8,3,0,10740.6
3555,IN-2012-47701,2013-11-02,2013-11-02,당일 배송,MV-17485,주병욱,소비자,송파구,서울특별시,대한민국,수도권,TEC-AC-10002914,사무기기,악세사리,"Memorex Router, Programmable",757992.6,3,0,234916.2
3620,ID-2012-16551,2013-09-07,2013-09-12,빠른 배송,FC-14245,유옥자,홈 오피스,옥천군,충청북도,대한민국,충청,TEC-CO-10000427,사무기기,복사기,"HP Fax Machine, Color",614815.2,4,0.5,-233661.6
3621,ID-2012-16551,2013-09-07,2013-09-12,빠른 배송,FC-14245,유옥자,홈 오피스,옥천군,충청북도,대한민국,충청,OFF-ST-10004668,사무용품,수납용품,"Smead Trays, Industrial",49939.2,2,0.5,-33966
3622,ID-2012-16551,2013-09-07,2013-09-12,빠른 배송,FC-14245,유옥자,홈 오피스,옥천군,충청북도,대한민국,충청,FUR-FU-10000306,가구,가구류,"Rubbermaid Clock, Duo Pack",163918.08,4,0.2,-28739.52
3631,IN-2012-14017,2013-06-08,2013-06-13,빠른 배송,TB-21355,전안영,기업 고객,익산시,전라북도,대한민국,호남,FUR-FU-10004064,가구,가구류,"Rubbermaid Door Stop, Erganomic",194707.8,5,0.1,79957.8
3632,IN-2012-14017,2013-06-08,2013-06-13,빠른 배송,TB-21355,전안영,기업 고객,익산시,전라북도,대한민국,호남,TEC-PH-10004281,사무기기,전화기,"Samsung Audio Dock, Cordless",1090363.68,7,0.1,399782.88
3633,IN-2012-14017,2013-06-08,2013-06-13,빠른 배송,TB-21355,전안영,기업 고객,익산시,전라북도,대한민국,호남,TEC-AC-10000639,사무기기,악세사리,"Belkin Router, Bluetooth",237532.5,1,0.1,50138.1
3634,IN-2012-14017,2013-06-08,2013-06-13,빠른 배송,TB-21355,전안영,기업 고객,익산시,전라북도,대한민국,호남,OFF-BI-10001067,사무용품,바인더,"Avery Binder, Recycled",12172.68,1,0.1,1738.08
3640,IN-2012-13667,2013-03-25,2013-03-27,빠른 배송,LW-16825,이동탁,기업 고객,연수구,인천광역시,대한민국,수도권,OFF-SU-10003527,사무용품,일반 사무용품,"Elite Ruler, Easy Grip",31456.8,2,0,7527.6
3641,IN-2012-13667,2013-03-25,2013-03-27,빠른 배송,LW-16825,이동탁,기업 고객,연수구,인천광역시,대한민국,수도권,OFF-LA-10000732,사무용품,라벨,"Novimex Round Labels, 5000 Label Set",33966,5,0,10404
3642,IN-2012-13667,2013-03-25,2013-03-27,빠른 배송,LW-16825,이동탁,기업 고객,연수구,인천광역시,대한민국,수도권,OFF-ST-10004346,사무용품,수납용품,"Tenex Shelving, Single Width",111567.6,2,0,14443.2
3657,IN-2012-28920,2013-08-18,2013-08-20,특급 배송,RS-19420,최주재,기업 고객,춘천시,강원도,대한민국,강원,OFF-PA-10001370,사무용품,종이,"SanDisk Parchment Paper, 8.5 x 11",85068,4,0,8445.6
3665,IN-2012-34478,2013-08-09,2013-08-09,당일 배송,BF-10975,조호성,기업 고객,부안군,전라북도,대한민국,호남,FUR-FU-10000889,가구,가구류,"Rubbermaid Clock, Black",153489.6,3,0,52142.4
3666,IN-2012-34478,2013-08-09,2013-08-09,당일 배송,BF-10975,조호성,기업 고객,부안군,전라북도,대한민국,호남,TEC-CO-10000679,사무기기,복사기,"Hewlett Personal Copier, High-Speed",290638.8,2,0,2876.4
3667,IN-2012-34478,2013-08-09,2013-08-09,당일 배송,BF-10975,조호성,기업 고객,부안군,전라북도,대한민국,호남,OFF-EN-10004418,사무용품,봉투,"GlobeWeis Clasp Envelope, Recycled",62118,7,0,8568
3668,IN-2012-34478,2013-08-09,2013-08-09,당일 배송,BF-10975,조호성,기업 고객,부안군,전라북도,대한민국,호남,TEC-CO-10003759,사무기기,복사기,"Canon Fax Machine, Laser",1299031.2,4,0,584460
3669,IN-2012-34478,2013-08-09,2013-08-09,당일 배송,BF-10975,조호성,기업 고객,부안군,전라북도,대한민국,호남,OFF-BI-10000439,사무용품,바인더,"Acco Hole Reinforcements, Economy",13586.4,2,0,5018.4
3695,IN-2012-53322,2013-12-27,2014-01-01,표준 배송,AR-10345,서정진,기업 고객,용인시,경기도,대한민국,수도권,FUR-CH-10001895,가구,의자,"Hon Chairmat, Adjustable",159787.08,3,0.1,71016.48
3696,IN-2012-53322,2013-12-27,2014-01-01,표준 배송,AR-10345,서정진,기업 고객,용인시,경기도,대한민국,수도권,TEC-PH-10002299,사무기기,전화기,"Nokia Headset, VoIP",201592.8,3,0.1,13402.8
3697,ID-2012-12596,2013-01-03,2013-01-08,표준 배송,CM-12235,정단비,소비자,서초구,서울특별시,대한민국,수도권,OFF-ST-10002066,사무용품,수납용품,"Smead File Cart, Blue",137820.564,2,0.47,-46819.836
3709,IN-2012-43298,2013-11-04,2013-11-06,빠른 배송,MV-17485,주병욱,소비자,송파구,서울특별시,대한민국,수도권,FUR-CH-10004584,가구,의자,"Office Star Steel Folding Chair, Set of Two",383356.8,5,0.2,110098.8
3710,IN-2012-43298,2013-11-04,2013-11-06,빠른 배송,MV-17485,주병욱,소비자,송파구,서울특별시,대한민국,수도권,OFF-LA-10000436,사무용품,라벨,"Novimex File Folder Labels, 5000 Label Set",17625.6,4,0.5,-14198.4
3723,IN-2012-33393,2013-11-26,2013-11-26,당일 배송,TA-21385,박연,홈 오피스,동구,대전광역시,대한민국,충청,FUR-CH-10000117,가구,의자,"Novimex Steel Folding Chair, Black",146512.8,2,0.1,12974.4
3730,ID-2012-43858,2013-11-15,2013-11-19,표준 배송,BD-11770,류설주,소비자,예산군,충청남도,대한민국,충청,TEC-PH-10001921,사무기기,전화기,"Nokia Signal Booster, with Caller ID",346682.7,3,0.17,-25107.3
3731,ID-2012-43858,2013-11-15,2013-11-19,표준 배송,BD-11770,류설주,소비자,예산군,충청남도,대한민국,충청,FUR-CH-10002224,가구,의자,"Hon Rocking Chair, Set of Two",197870.004,2,0.27,-62352.396
3732,ID-2012-43858,2013-11-15,2013-11-19,표준 배송,BD-11770,류설주,소비자,예산군,충청남도,대한민국,충청,OFF-SU-10001869,사무용품,일반 사무용품,"Stiletto Scissors, Steel",58440.798,3,0.17,-10592.802
3748,IN-2012-29963,2013-01-06,2013-01-10,표준 배송,BH-11710,하태오,소비자,금산군,충청남도,대한민국,충청,OFF-ST-10000344,사무용품,수납용품,"Fellowes Box, Industrial",51202.368,3,0.17,6128.568
