고유 ID,주문 번호,주문 일자,배송 일자,배송 방법,고객번호,고객명,고객 세그먼트,시군구,시도,국가,지역,제품 코드,제품 대분류,제품 중분류,제품명,매출,수량,할인,이익
747,IN-2015-35003,2016-09-26,2016-09-29,빠른 배송,BE-11335,이석진,홈 오피스,제주시,제주특별자치도,대한민국,호남,FUR-CH-10003965,가구,의자,"Hon Rocking Chair, Red",599545.8,5,0.1,193177.8
748,IN-2015-35003,2016-09-26,2016-09-29,빠른 배송,BE-11335,이석진,홈 오피스,제주시,제주특별자치도,대한민국,호남,OFF-SU-10000723,사무용품,일반 사무용품,"Kleencut Shears, Steel",550992.78,13,0.1,54936.18
749,IN-2015-35003,2016-09-26,2016-09-29,빠른 배송,BE-11335,이석진,홈 오피스,제주시,제주특별자치도,대한민국,호남,TEC-MA-10000868,사무기기,전산기기,"Panasonic Phone, Wireless",155766.24,2,0.1,-13880.16
750,IN-2015-35003,2016-09-26,2016-09-29,빠른 배송,BE-11335,이석진,홈 오피스,제주시,제주특별자치도,대한민국,호남,OFF-AR-10004068,사무용품,필기구,"Boston Markers, Fluorescent",50728.68,2,0.1,19149.48
754,IN-2015-78032,2016-06-28,2016-07-03,표준 배송,RF-19345,신윤진,기업 고객,구로구,서울특별시,대한민국,서울경기,OFF-LA-10001839,사무용품,라벨,"Smead Shipping Labels, Laser Printer Compatible",23684.4,2,0,5446.8
760,IN-2015-51194,2016-06-13,2016-06-18,표준 배송,BP-11155,정창재,소비자,광주시,경기도,대한민국,서울경기,OFF-BI-10002919,사무용품,바인더,"Acco Binder Covers, Durable",62733.06,5,0.17,5205.06
764,IN-2015-79278,2016-05-01,2016-05-01,당일 배송,PR-18880,반종철,소비자,금천구,서울특별시,대한민국,서울경기,TEC-MA-10003338,사무기기,전산기기,"Panasonic Phone, Red",167259.6,2,0,46818
765,IN-2015-79278,2016-05-01,2016-05-01,당일 배송,PR-18880,반종철,소비자,금천구,서울특별시,대한민국,서울경기,FUR-FU-10002648,가구,가구류,"Rubbermaid Stacking Tray, Erganomic",48470.4,2,0,23745.6
771,IN-2015-77507,2016-06-28,2016-06-29,특급 배송,AM-10360,황병인,기업 고객,구로구,서울특별시,대한민국,서울경기,OFF-LA-10002272,사무용품,라벨,"Smead File Folder Labels, Alphabetical",70992,8,0,5630.4
777,IN-2015-69576,2016-10-21,2016-10-25,표준 배송,DK-12895,민라희,소비자,화천군,강원도,대한민국,강원,OFF-SU-10002566,사무용품,일반 사무용품,"Stiletto Trimmer, Steel",300951,7,0,126378
778,IN-2015-69576,2016-10-21,2016-10-25,표준 배송,DK-12895,민라희,소비자,화천군,강원도,대한민국,강원,OFF-ST-10004841,사무용품,수납용품,"Eldon Box, Blue",73256.4,7,0,24847.2
779,IN-2015-69576,2016-10-21,2016-10-25,표준 배송,DK-12895,민라희,소비자,화천군,강원도,대한민국,강원,OFF-SU-10001618,사무용품,일반 사무용품,"Kleencut Letter Opener, Easy Grip",87760.8,3,0,31579.2
780,IN-2015-69576,2016-10-21,2016-10-25,표준 배송,DK-12895,민라희,소비자,화천군,강원도,대한민국,강원,OFF-AR-10001823,사무용품,필기구,"BIC Highlighters, Blue",57925.8,3,0,28917
794,IN-2015-47120,2016-06-11,2016-06-14,빠른 배송,DG-13300,손영호,기업 고객,청주시,충청북도,대한민국,충청,OFF-SU-10000932,사무용품,일반 사무용품,"Elite Shears, Steel",189352.8,4,0,7466.4
795,IN-2015-47120,2016-06-11,2016-06-14,빠른 배송,DG-13300,손영호,기업 고객,청주시,충청북도,대한민국,충청,FUR-CH-10001477,가구,의자,"Novimex Chairmat, Black",329929.2,6,0,141739.2
798,IN-2015-47134,2016-01-02,2016-01-06,표준 배송,KN-16450,최이슬,기업 고객,사천시,경상남도,대한민국,영남,TEC-MA-10002134,사무기기,전산기기,"Konica Inkjet, Wireless",863213.76,3,0.1,47937.96
799,IN-2015-47134,2016-01-02,2016-01-06,표준 배송,KN-16450,최이슬,기업 고객,사천시,경상남도,대한민국,영남,OFF-EN-10002035,사무용품,봉투,"Kraft Mailers, Set of 50",207376.2,6,0.1,13678.2
800,IN-2015-77640,2016-05-10,2016-05-14,빠른 배송,DJ-13630,심소연,소비자,경주시,경상북도,대한민국,영남,OFF-ST-10000287,사무용품,수납용품,"Rogers Box, Blue",44008.92,2,0.1,9247.32
801,ID-2015-32476,2016-05-08,2016-05-12,빠른 배송,MC-17635,박도희,기업 고객,익산시,전라북도,대한민국,호남,OFF-EN-10001029,사무용품,봉투,"Cameo Business Envelopes, Recycled",53289.9,3,0.1,-5370.3
802,ID-2015-32476,2016-05-08,2016-05-12,빠른 배송,MC-17635,박도희,기업 고객,익산시,전라북도,대한민국,호남,OFF-SU-10000914,사무용품,일반 사무용품,"Kleencut Scissors, Serrated",52298.46,3,0.1,5755.86
803,ID-2015-32476,2016-05-08,2016-05-12,빠른 배송,MC-17635,박도희,기업 고객,익산시,전라북도,대한민국,호남,TEC-AC-10004108,사무기기,악세사리,"Memorex Router, USB",1809708.48,8,0.1,502476.48
804,IN-2015-49395,2016-04-04,2016-04-09,표준 배송,SD-20485,윤혜진,홈 오피스,오산시,경기도,대한민국,서울경기,OFF-LA-10003971,사무용품,라벨,"Novimex Color Coded Labels, Laser Printer Compatible",79810.92,7,0.1,12337.92
805,IN-2015-49395,2016-04-04,2016-04-09,표준 배송,SD-20485,윤혜진,홈 오피스,오산시,경기도,대한민국,서울경기,TEC-AC-10002335,사무기기,악세사리,"Belkin Memory Card, USB",422353.44,4,0.1,-32852.16
806,IN-2015-49395,2016-04-04,2016-04-09,표준 배송,SD-20485,윤혜진,홈 오피스,오산시,경기도,대한민국,서울경기,FUR-BO-10001147,가구,책장,"Bush Floating Shelf Set, Metal",156730.14,1,0.1,27842.94
811,IN-2015-76688,2016-07-16,2016-07-23,표준 배송,SB-20290,박민균,기업 고객,서초구,서울특별시,대한민국,서울경기,TEC-MA-10001372,사무기기,전산기기,"Konica Card Printer, White",177051.6,1,0,70808.4
819,IN-2015-40484,2016-07-05,2016-07-09,표준 배송,SZ-20035,백혜슬,홈 오피스,동래구,부산광역시,대한민국,영남,OFF-PA-10003511,사무용품,종이,"Green Bar Memo Slips, 8.5 x 11",135524.34,7,0.1,60125.94
820,IN-2015-40484,2016-07-05,2016-07-09,표준 배송,SZ-20035,백혜슬,홈 오피스,동래구,부산광역시,대한민국,영남,OFF-BI-10003018,사무용품,바인더,"Avery Binder, Clear",22692.96,2,0.1,9534.96
821,IN-2015-40484,2016-07-05,2016-07-09,표준 배송,SZ-20035,백혜슬,홈 오피스,동래구,부산광역시,대한민국,영남,OFF-LA-10000950,사무용품,라벨,"Avery Color Coded Labels, 5000 Label Set",37674.72,3,0.1,2056.32
822,IN-2015-40484,2016-07-05,2016-07-09,표준 배송,SZ-20035,백혜슬,홈 오피스,동래구,부산광역시,대한민국,영남,FUR-FU-10002069,가구,가구류,"Advantus Door Stop, Durable",115833.24,3,0.1,35967.24
823,IN-2015-65418,2016-11-03,2016-11-08,빠른 배송,SF-20065,이유경,소비자,청주시,충청북도,대한민국,충청,OFF-AR-10001770,사무용품,필기구,"Binney & Smith Markers, Water Color",33378.48,2,0.4,1064.88
824,IN-2015-27345,2016-12-25,2016-12-30,빠른 배송,TH-21100,전병만,소비자,광산구,광주광역시,대한민국,호남,OFF-AR-10000027,사무용품,필기구,"Binney & Smith Pencil Sharpener, Easy-Erase",128198.7,5,0.1,41294.7
828,ID-2015-30404,2016-04-15,2016-04-20,빠른 배송,FM-14215,임형철,기업 고객,의정부시,경기도,대한민국,서울경기,TEC-MA-10003486,사무기기,전산기기,"StarTech Phone, White",133899.48,2,0.1,-3004.92
830,ID-2015-54792,2016-12-10,2016-12-14,빠른 배송,CG-12040,안인경,홈 오피스,무주군,전라북도,대한민국,호남,OFF-AR-10003957,사무용품,필기구,"Stanley Canvas, Fluorescent",28459.53,1,0.45,-9851.67
831,ID-2015-54792,2016-12-10,2016-12-14,빠른 배송,CG-12040,안인경,홈 오피스,무주군,전라북도,대한민국,호남,OFF-BI-10004589,사무용품,바인더,"Avery Binding Machine, Economy",42344.28,1,0.15,-526.32
833,IN-2015-13835,2016-12-26,2017-01-01,표준 배송,JF-15565,사용성,소비자,평창군,강원도,대한민국,강원,TEC-PH-10003891,사무기기,전화기,"Cisco Audio Dock, with Caller ID",928557,5,0,399177
835,IN-2015-16705,2016-02-01,2016-02-05,빠른 배송,SS-20515,나한빛,홈 오피스,여수시,전라남도,대한민국,호남,FUR-FU-10001746,가구,가구류,"Advantus Stacking Tray, Durable",322768.8,12,0,119340
848,IN-2015-13639,2016-11-19,2016-11-25,표준 배송,RW-19540,류태식,기업 고객,원주시,강원도,대한민국,강원,TEC-PH-10001990,사무기기,전화기,"Cisco Smart Phone, Full Size",3594961.44,6,0.1,878599.44
855,IN-2015-18392,2016-06-11,2016-06-13,특급 배송,JH-16180,오선미,소비자,충주시,충청북도,대한민국,충청,OFF-BI-10000698,사무용품,바인더,"Wilson Jones Hole Reinforcements, Recycled",16559.496,4,0.17,3585.096
863,IN-2015-56962,2016-03-18,2016-03-23,빠른 배송,HZ-14950,송보민,소비자,영월군,강원도,대한민국,강원,OFF-ST-10004365,사무용품,수납용품,"Fellowes Shelving, Wire Frame",116096.4,2,0,54529.2
868,IN-2015-66888,2016-08-08,2016-08-12,표준 배송,AG-10270,백하준,소비자,성동구,서울특별시,대한민국,서울경기,OFF-AR-10003110,사무용품,필기구,"Sanford Sketch Pad, Water Color",347432.4,7,0,76255.2
879,IN-2015-23621,2016-02-13,2016-02-18,표준 배송,GR-14560,권진아,기업 고객,완도군,전라남도,대한민국,호남,FUR-FU-10001452,가구,가구류,"Rubbermaid Door Stop, Black",40208.4,1,0.1,2662.2
880,IN-2015-23621,2016-02-13,2016-02-18,표준 배송,GR-14560,권진아,기업 고객,완도군,전라남도,대한민국,호남,OFF-BI-10004120,사무용품,바인더,"Ibico 3-Hole Punch, Durable",58660.2,2,0.1,9088.2
881,IN-2015-23621,2016-02-13,2016-02-18,표준 배송,GR-14560,권진아,기업 고객,완도군,전라남도,대한민국,호남,OFF-SU-10004306,사무용품,일반 사무용품,"Kleencut Trimmer, Steel",224891.64,6,0.1,-15073.56
882,IN-2015-23621,2016-02-13,2016-02-18,표준 배송,GR-14560,권진아,기업 고객,완도군,전라남도,대한민국,호남,OFF-BI-10004553,사무용품,바인더,"Cardinal Binder, Clear",48800.88,4,0.1,21628.08
885,IN-2015-19022,2016-02-22,2016-02-29,표준 배송,JG-15160,민보람,소비자,영암군,전라남도,대한민국,호남,FUR-CH-10004572,가구,의자,"Harbour Creations Bag Chairs, Red",251409.6,5,0.2,56487.6
889,IN-2015-68617,2016-06-23,2016-06-29,표준 배송,SO-20335,강희수,소비자,제주시,제주특별자치도,대한민국,호남,TEC-MA-10003170,사무기기,전산기기,"Konica Calculator, Wireless",94792.68,3,0.4,12631.68
890,IN-2015-68617,2016-06-23,2016-06-29,표준 배송,SO-20335,강희수,소비자,제주시,제주특별자치도,대한민국,호남,FUR-CH-10002213,가구,의자,"Hon Executive Leather Armchair, Black",839309.04,3,0.4,-419727.96
903,ID-2015-20569,2016-07-08,2016-07-10,빠른 배송,CB-12025,박민준,소비자,유성구,대전광역시,대한민국,충청,OFF-SU-10004462,사무용품,일반 사무용품,"Stiletto Scissors, Serrated",111867.48,6,0.1,-7472.52
904,ID-2015-28941,2016-09-06,2016-09-11,빠른 배송,EM-13960,권상혁,소비자,계양구,인천광역시,대한민국,서울경기,OFF-FA-10001082,사무용품,파스너,"OIC Staples, Assorted Sizes",19007.496,4,0.47,-16243.704
914,IN-2015-30110,2016-08-26,2016-08-27,특급 배송,LA-16780,류미애,기업 고객,시흥시,경기도,대한민국,서울경기,OFF-FA-10000248,사무용품,파스너,"Stockwell Rubber Bands, Assorted Sizes",7557.588,1,0.47,427.788
915,IN-2015-30110,2016-08-26,2016-08-27,특급 배송,LA-16780,류미애,기업 고객,시흥시,경기도,대한민국,서울경기,FUR-TA-10000687,가구,탁자,"Bevis Conference Table, with Bottom Storage",3495692.592,7,0.47,-461866.608
916,ID-2015-67602,2016-12-10,2016-12-10,당일 배송,AS-10240,심종현,소비자,함안군,경상남도,대한민국,영남,OFF-LA-10001658,사무용품,라벨,"Avery Round Labels, 5000 Label Set",46083.6,6,0,5875.2
917,IN-2015-35507,2016-12-16,2016-12-17,특급 배송,AM-10360,황병인,기업 고객,구로구,서울특별시,대한민국,서울경기,OFF-FA-10000746,사무용품,파스너,"Advantus Thumb Tacks, 12 Pack",79682.4,6,0,5508
921,IN-2015-52538,2016-03-26,2016-03-30,표준 배송,LS-17245,류민하,소비자,성동구,서울특별시,대한민국,서울경기,TEC-PH-10003075,사무기기,전화기,"Samsung Signal Booster, Full Size",281275.2,2,0,5569.2
922,IN-2015-52538,2016-03-26,2016-03-30,표준 배송,LS-17245,류민하,소비자,성동구,서울특별시,대한민국,서울경기,TEC-CO-10001703,사무기기,복사기,"Brother Fax and Copier, High-Speed",580451.4,3,0,191494.8
928,ID-2015-66181,2016-12-25,2016-12-29,표준 배송,AF-10870,배희순,소비자,마포구,서울특별시,대한민국,서울경기,FUR-BO-10001668,가구,책장,"Ikea Floating Shelf Set, Pine",788057.1,5,0.1,-52677.9
938,ID-2015-42584,2016-03-06,2016-03-11,표준 배송,JB-16000,백선재,소비자,유성구,대전광역시,대한민국,충청,FUR-FU-10000422,가구,가구류,"Deflect-O Photo Frame, Black",381153.6,8,0.1,-4406.4
939,ID-2015-42584,2016-03-06,2016-03-11,표준 배송,JB-16000,백선재,소비자,유성구,대전광역시,대한민국,충청,OFF-AR-10003461,사무용품,필기구,"Stanley Pencil Sharpener, Easy-Erase",47809.44,2,0.1,20147.04
947,ID-2015-19225,2016-12-01,2016-12-05,표준 배송,HL-15040,류정태,소비자,중구,대구광역시,대한민국,영남,OFF-PA-10003899,사무용품,종이,"SanDisk Memo Slips, Premium",55076.328,6,0.47,-13590.072
948,ID-2015-19225,2016-12-01,2016-12-05,표준 배송,HL-15040,류정태,소비자,중구,대구광역시,대한민국,영남,TEC-CO-10000208,사무기기,복사기,"Brother Wireless Fax, Color",1442820.6,4,0.07,-108599.4
969,IN-2015-56206,2016-06-24,2016-06-28,표준 배송,MB-17305,노백수,소비자,울주군,울산광역시,대한민국,영남,FUR-BO-10001471,가구,책장,"Sauder Classic Bookcase, Metal",5596403.4,14,0.1,2362840.2
970,IN-2015-56206,2016-06-24,2016-06-28,표준 배송,MB-17305,노백수,소비자,울주군,울산광역시,대한민국,영남,FUR-CH-10003950,가구,의자,"Novimex Executive Leather Armchair, Black",1261194.3,3,0.1,-98180.1
973,ID-2015-21570,2016-05-16,2016-05-16,당일 배송,RM-19750,성유람,소비자,고양시,경기도,대한민국,서울경기,TEC-PH-10002138,사무기기,전화기,"Apple Audio Dock, Cordless",311642.64,2,0.1,-6964.56
974,ID-2015-21570,2016-05-16,2016-05-16,당일 배송,RM-19750,성유람,소비자,고양시,경기도,대한민국,서울경기,OFF-BI-10002278,사무용품,바인더,"Ibico Binder Covers, Economy",87714.9,7,0.1,16386.3
984,IN-2015-32651,2016-08-26,2016-08-28,빠른 배송,JO-15280,류하민,소비자,태백시,강원도,대한민국,강원,TEC-AC-10001500,사무기기,악세사리,"Logitech Memory Card, Erganomic",619282.8,6,0,37087.2
989,ID-2015-57501,2016-06-19,2016-06-22,특급 배송,DM-13015,성서윤,소비자,울주군,울산광역시,대한민국,영남,OFF-ST-10000103,사무용품,수납용품,"Smead Lockers, Industrial",892663.2,8,0.45,-503186.4
990,ID-2015-57501,2016-06-19,2016-06-22,특급 배송,DM-13015,성서윤,소비자,울주군,울산광역시,대한민국,영남,OFF-BI-10001324,사무용품,바인더,"Ibico Hole Reinforcements, Clear",27960.75,5,0.15,-1415.25
994,ID-2015-36935,2016-08-09,2016-08-10,특급 배송,JC-15340,강지환,소비자,강동구,서울특별시,대한민국,서울경기,OFF-LA-10001764,사무용품,라벨,"Avery Round Labels, Adjustable",8173.872,3,0.47,-6514.128
997,IN-2015-52916,2016-02-12,2016-02-18,표준 배송,RD-19660,한중수,홈 오피스,성남시,경기도,대한민국,서울경기,OFF-AR-10000681,사무용품,필기구,"Binney & Smith Sketch Pad, Water Color",272646,6,0.1,12117.6
998,IN-2014-58152,2016-01-01,2016-01-07,표준 배송,AA-10315,박만세,소비자,용인시,경기도,대한민국,서울경기,FUR-BO-10000961,가구,책장,"Bush Stackable Bookrack, Pine",509428.8,4,0,183355.2
999,IN-2015-11294,2016-08-25,2016-08-29,표준 배송,JO-15550,민선우,홈 오피스,나주시,전라남도,대한민국,호남,TEC-AC-10001735,사무기기,악세사리,"Logitech Mouse, Bluetooth",26879.04,1,0.1,1175.04
1000,IN-2015-11294,2016-08-25,2016-08-29,표준 배송,JO-15550,민선우,홈 오피스,나주시,전라남도,대한민국,호남,OFF-EN-10002540,사무용품,봉투,"GlobeWeis Clasp Envelope, with clear poly window",24675.84,2,0.1,6254.64
1001,ID-2015-64165,2016-12-03,2016-12-05,빠른 배송,CG-12520,소경애,소비자,해남군,전라남도,대한민국,호남,OFF-EN-10000296,사무용품,봉투,"Cameo Business Envelopes, Security-Tint",93360.6,6,0.1,-2111.4
1002,ID-2015-64165,2016-12-03,2016-12-05,빠른 배송,CG-12520,소경애,소비자,해남군,전라남도,대한민국,호남,OFF-AP-10002128,사무용품,가전,"Breville Toaster, White",206136.9,3,0.1,91570.5
1003,ID-2015-64165,2016-12-03,2016-12-05,빠른 배송,CG-12520,소경애,소비자,해남군,전라남도,대한민국,호남,OFF-AP-10000534,사무용품,가전,"KitchenAid Toaster, Silver",474073.56,6,0.1,100080.36
1004,IN-2015-24384,2016-04-22,2016-04-25,빠른 배송,RB-19360,주재규,소비자,화순군,전라남도,대한민국,호남,OFF-PA-10004946,사무용품,종이,"SanDisk Note Cards, Multicolor",69278.4,2,0,15238.8
1005,IN-2015-24384,2016-04-22,2016-04-25,빠른 배송,RB-19360,주재규,소비자,화순군,전라남도,대한민국,호남,OFF-AR-10001043,사무용품,필기구,"BIC Pens, Blue",101959.2,7,0,26346.6
1006,IN-2015-24384,2016-04-22,2016-04-25,빠른 배송,RB-19360,주재규,소비자,화순군,전라남도,대한민국,호남,OFF-FA-10002636,사무용품,파스너,"Accos Staples, 12 Pack",31762.8,3,0,2478.6
1007,IN-2015-24384,2016-04-22,2016-04-25,빠른 배송,RB-19360,주재규,소비자,화순군,전라남도,대한민국,호남,OFF-AP-10001567,사무용품,가전,"Breville Blender, White",464049,5,0,194769
1008,IN-2015-24384,2016-04-22,2016-04-25,빠른 배송,RB-19360,주재규,소비자,화순군,전라남도,대한민국,호남,TEC-PH-10003772,사무기기,전화기,"Cisco Headset, Cordless",186231.6,2,0,44676
1009,IN-2015-24384,2016-04-22,2016-04-25,빠른 배송,RB-19360,주재규,소비자,화순군,전라남도,대한민국,호남,OFF-BI-10003098,사무용품,바인더,"Ibico Binding Machine, Economy",157345.2,3,0,61322.4
1010,IN-2015-24384,2016-04-22,2016-04-25,빠른 배송,RB-19360,주재규,소비자,화순군,전라남도,대한민국,호남,FUR-BO-10002819,가구,책장,"Ikea Stackable Bookrack, Traditional",875221.2,7,0,253612.8
1029,IN-2015-50158,2016-09-10,2016-09-16,표준 배송,MB-18085,남세훈,소비자,동래구,부산광역시,대한민국,영남,TEC-MA-10003486,사무기기,전산기기,"StarTech Phone, White",148777.2,2,0,11872.8
1060,IN-2015-11553,2016-11-05,2016-11-05,당일 배송,LR-17035,서상주,기업 고객,원주시,강원도,대한민국,강원,OFF-AP-10002351,사무용품,가전,"Hamilton Beach Refrigerator, Silver",459807.84,1,0.1,153257.04
1061,IN-2015-11553,2016-11-05,2016-11-05,당일 배송,LR-17035,서상주,기업 고객,원주시,강원도,대한민국,강원,OFF-SU-10003105,사무용품,일반 사무용품,"Fiskars Shears, Steel",86365.44,2,0.1,7662.24
1062,IN-2015-11553,2016-11-05,2016-11-05,당일 배송,LR-17035,서상주,기업 고객,원주시,강원도,대한민국,강원,OFF-PA-10001720,사무용품,종이,"Xerox Parchment Paper, Multicolor",40401.18,3,0.1,12493.98
1065,IN-2015-27891,2016-09-23,2016-09-29,표준 배송,VP-21760,유인철,기업 고객,고양시,경기도,대한민국,서울경기,FUR-BO-10000980,가구,책장,"Bush Library with Doors, Traditional",371606.4,1,0,133752.6
1066,IN-2015-27891,2016-09-23,2016-09-29,표준 배송,VP-21760,유인철,기업 고객,고양시,경기도,대한민국,서울경기,OFF-SU-10004938,사무용품,일반 사무용품,"Fiskars Trimmer, Steel",170136,4,0,15300
1080,IN-2015-24622,2016-10-22,2016-10-28,표준 배송,MM-17920,정의정,소비자,당진시,충청남도,대한민국,충청,OFF-BI-10003025,사무용품,바인더,"Cardinal Binding Machine, Durable",209181.6,4,0,37576.8
1081,IN-2015-24622,2016-10-22,2016-10-28,표준 배송,MM-17920,정의정,소비자,당진시,충청남도,대한민국,충청,OFF-BI-10002885,사무용품,바인더,"Avery Hole Reinforcements, Recycled",9730.8,2,0,4528.8
1082,IN-2015-24622,2016-10-22,2016-10-28,표준 배송,MM-17920,정의정,소비자,당진시,충청남도,대한민국,충청,FUR-BO-10003022,가구,책장,"Dania 3-Shelf Cabinet, Metal",287456.4,2,0,100551.6
1083,IN-2015-24622,2016-10-22,2016-10-28,표준 배송,MM-17920,정의정,소비자,당진시,충청남도,대한민국,충청,OFF-EN-10002784,사무용품,봉투,"Cameo Manila Envelope, Recycled",78948,3,0,35526.6
1084,IN-2015-76114,2016-08-08,2016-08-08,당일 배송,DB-13615,임자현,소비자,성동구,서울특별시,대한민국,서울경기,FUR-FU-10000735,가구,가구류,"Tenex Frame, Erganomic",221544,2,0,33231.6
1085,IN-2015-76114,2016-08-08,2016-08-08,당일 배송,DB-13615,임자현,소비자,성동구,서울특별시,대한민국,서울경기,OFF-PA-10003744,사무용품,종이,"Green Bar Parchment Paper, Multicolor",55355.4,3,0,17625.6
1086,IN-2015-76114,2016-08-08,2016-08-08,당일 배송,DB-13615,임자현,소비자,성동구,서울특별시,대한민국,서울경기,FUR-BO-10004699,가구,책장,"Dania 3-Shelf Cabinet, Mobile",293698.8,2,0,0
1087,ID-2015-68505,2016-01-28,2016-02-01,표준 배송,JE-15715,현하리,소비자,노원구,서울특별시,대한민국,서울경기,TEC-AC-10003407,사무기기,악세사리,"Memorex Mouse, Erganomic",39749.4,3,0.5,-28641.6
1088,ID-2015-68505,2016-01-28,2016-02-01,표준 배송,JE-15715,현하리,소비자,노원구,서울특별시,대한민국,서울경기,OFF-EN-10004422,사무용품,봉투,"Cameo Peel and Seal, Set of 50",85680,8,0.5,-35985.6
1089,ID-2015-68505,2016-01-28,2016-02-01,표준 배송,JE-15715,현하리,소비자,노원구,서울특별시,대한민국,서울경기,OFF-BI-10001645,사무용품,바인더,"Ibico Binding Machine, Recycled",79223.4,3,0.5,-63433.8
1094,ID-2015-27163,2016-10-27,2016-10-31,빠른 배송,DV-13045,윤승혁,기업 고객,강진군,전라남도,대한민국,호남,OFF-FA-10001309,사무용품,파스너,"Stockwell Thumb Tacks, 12 Pack",20386.026,3,0.47,-10825.974
1095,ID-2015-27163,2016-10-27,2016-10-31,빠른 배송,DV-13045,윤승혁,기업 고객,강진군,전라남도,대한민국,호남,OFF-BI-10002885,사무용품,바인더,"Avery Hole Reinforcements, Recycled",12114.846,3,0.17,4311.846
1096,ID-2015-27163,2016-10-27,2016-10-31,빠른 배송,DV-13045,윤승혁,기업 고객,강진군,전라남도,대한민국,호남,OFF-BI-10002708,사무용품,바인더,"Acco Binder, Clear",24737.652,2,0.17,1787.652
1097,ID-2015-27163,2016-10-27,2016-10-31,빠른 배송,DV-13045,윤승혁,기업 고객,강진군,전라남도,대한민국,호남,FUR-BO-10003046,가구,책장,"Safco Library with Doors, Mobile",2232871.596,6,0.07,552197.196
1098,ID-2015-27163,2016-10-27,2016-10-31,빠른 배송,DV-13045,윤승혁,기업 고객,강진군,전라남도,대한민국,호남,OFF-AP-10001335,사무용품,가전,"Hoover Toaster, Black",140654.124,2,0.17,18621.324
1099,ID-2015-27163,2016-10-27,2016-10-31,빠른 배송,DV-13045,윤승혁,기업 고객,강진군,전라남도,대한민국,호남,OFF-BI-10004685,사무용품,바인더,"Acco Binder, Economy",25651.98,2,0.17,4293.18
1101,ID-2015-57739,2016-05-27,2016-06-02,표준 배송,SG-20605,노현선,소비자,남원시,전라북도,대한민국,호남,TEC-AC-10003951,사무기기,악세사리,"Logitech Numeric Keypad, USB",85429.08,3,0.4,14192.28
1102,ID-2015-57739,2016-05-27,2016-06-02,표준 배송,SG-20605,노현선,소비자,남원시,전라북도,대한민국,호남,OFF-SU-10001573,사무용품,일반 사무용품,"Kleencut Shears, Serrated",79810.92,3,0.4,-45312.48
1107,IN-2015-67553,2016-12-24,2016-12-28,표준 배송,JC-15775,백혜정,소비자,김제시,전라북도,대한민국,호남,TEC-PH-10002683,사무기기,전화기,"Apple Smart Phone, Cordless",2433847.5,5,0.25,389308.5
1112,IN-2015-65558,2016-08-14,2016-08-19,빠른 배송,TB-21055,장하랑,소비자,당진시,충청남도,대한민국,충청,OFF-FA-10002481,사무용품,파스너,"OIC Rubber Bands, 12 Pack",16830,1,0,489.6
1113,IN-2015-75918,2016-09-03,2016-09-06,특급 배송,BS-11665,안지우,소비자,밀양시,경상남도,대한민국,영남,OFF-EN-10000114,사무용품,봉투,"Kraft Clasp Envelope, Security-Tint",81396,7,0,1499.4
1114,IN-2015-75918,2016-09-03,2016-09-06,특급 배송,BS-11665,안지우,소비자,밀양시,경상남도,대한민국,영남,TEC-MA-10003314,사무기기,전산기기,"Epson Phone, White",485805.6,6,0,208753.2
1129,ID-2015-71081,2016-09-17,2016-09-22,표준 배송,MG-17695,주주안,소비자,부천시,경기도,대한민국,서울경기,FUR-CH-10002412,가구,의자,"Hon Bag Chairs, Black",52289.28,2,0.4,-34002.72
1130,ID-2015-71081,2016-09-17,2016-09-22,표준 배송,MG-17695,주주안,소비자,부천시,경기도,대한민국,서울경기,TEC-CO-10000825,사무기기,복사기,"Brother Ink, Color",273086.64,3,0.4,-159383.16
1131,ID-2015-71081,2016-09-17,2016-09-22,표준 배송,MG-17695,주주안,소비자,부천시,경기도,대한민국,서울경기,FUR-BO-10001679,가구,책장,"Ikea 3-Shelf Cabinet, Traditional",87173.28,1,0.4,2900.88
1132,IN-2015-37341,2016-10-03,2016-10-08,표준 배송,BM-11785,전선아,소비자,안양시,경기도,대한민국,서울경기,TEC-MA-10004613,사무기기,전산기기,"Okidata Phone, White",505267.812,7,0.17,152052.012
1142,IN-2015-18917,2016-10-27,2016-10-29,빠른 배송,AG-10270,백하준,소비자,성동구,서울특별시,대한민국,서울경기,OFF-BI-10004181,사무용품,바인더,"Avery 3-Hole Punch, Clear",111506.4,4,0,12240
1143,IN-2015-18917,2016-10-27,2016-10-29,빠른 배송,AG-10270,백하준,소비자,성동구,서울특별시,대한민국,서울경기,OFF-LA-10003610,사무용품,라벨,"Avery Removable Labels, 5000 Label Set",56763,5,0,20349
1144,IN-2015-18917,2016-10-27,2016-10-29,빠른 배송,AG-10270,백하준,소비자,성동구,서울특별시,대한민국,서울경기,TEC-PH-10000822,사무기기,전화기,"Apple Speaker Phone, Full Size",254163.6,2,0,60955.2
1150,ID-2015-27653,2016-07-17,2016-07-19,빠른 배송,DK-13150,권지선,기업 고객,포천시,경기도,대한민국,서울경기,OFF-AP-10001905,사무용품,가전,"KitchenAid Toaster, White",144719.64,2,0.15,3347.64
